request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_239,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the USD 600 minimum.
request_240,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the INR 52800 minimum.
request_241,20936722.22,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the IDR 19252000 minimum.
request_242,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the EUR 600 minimum.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Use full_payment with 1 payment(s); projected minimum balance ZAR 21817.41384615384615384615385 remains at least 19900.
request_244,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the ZAR 45900 minimum.
request_245,16657.54,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the INR 94600 minimum.
request_246,63984.02,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the ZAR 39300 minimum.
request_247,1034.80,affordable_later,wait,2024-09-16:1059.3,2024-09-16,none,Use wait with 1 payment(s); projected minimum balance EUR 1541.29 remains at least 1300.
request_248,108.29,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the USD 1300 minimum.
request_249,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the USD 600 minimum.
request_250,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the ZAR 35300 minimum.
request_251,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the EUR 1300 minimum.
request_252,3317183.31,not_affordable,not_recommended,none,2026-09-16,none,No eligible payment strategy completes the request while preserving the IDR 15152200 minimum.
request_253,1319.65,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the EUR 2300 minimum.
request_254,468.49,not_affordable,not_recommended,none,2025-10-16,none,No eligible payment strategy completes the request while preserving the USD 2500 minimum.
request_255,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the IDR 9813900 minimum.
request_256,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the INR 168600 minimum.
request_257,102.68,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the USD 1600 minimum.
request_258,790.24,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the USD 500 minimum.
request_259,162.95,not_affordable,not_recommended,none,2024-11-16,none,No eligible payment strategy completes the request while preserving the EUR 600 minimum.
request_260,5723112.28,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the IDR 20727700 minimum.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Use full_payment with 1 payment(s); projected minimum balance EUR 1704.643846153846153846153846 remains at least 1500.
request_262,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the IDR 31018500 minimum.
request_263,3981.60,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the ZAR 24100 minimum.
request_264,22075.54,not_affordable,not_recommended,none,2026-06-16,none,No eligible payment strategy completes the request while preserving the INR 59500 minimum.
request_265,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the INR 189700 minimum.
request_266,739.38,not_affordable,not_recommended,none,2025-10-16,none,No eligible payment strategy completes the request while preserving the EUR 900 minimum.
request_267,1483.60,not_affordable,not_recommended,none,2026-03-16,none,No eligible payment strategy completes the request while preserving the EUR 1500 minimum.
request_268,1014.44,not_affordable,not_recommended,none,2024-07-16,none,No eligible payment strategy completes the request while preserving the EUR 1400 minimum.
request_269,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the ZAR 23100 minimum.
request_270,54.28,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the USD 1400 minimum.
request_271,0.00,not_affordable,not_recommended,none,,none,No eligible payment strategy completes the request while preserving the INR 58200 minimum.
request_272,5176407.19,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,Use installments with 3 payment(s); projected minimum balance IDR 7975540.526 remains at least 7508600.
request_273,9179578.19,affordable_with_plan,partial_payment,2026-04-07:9179578.19|2026-04-16:6681421.81,2026-04-16,none,Use partial_payment with 2 payment(s); projected minimum balance IDR 18774600.00 remains at least 18774600.
request_274,1935.67,not_affordable,not_recommended,none,2025-02-16,none,No eligible payment strategy completes the request while preserving the EUR 1800 minimum.
request_275,15610955.27,affordable_later,wait,2025-05-16:15884000,2025-05-16,none,Use wait with 1 payment(s); projected minimum balance IDR 14049321.488 remains at least 12760100.
